y_test,y_stacking,y_linear,y_knn,y_rf
6.8,6.126206783528982,6.145895462758679,5.439299868276267,6.225092701870073
6.8,6.329886631373088,6.295257175928102,5.934598427203521,6.297835167805257
6.2,5.902291699437683,5.675657002332939,6.510450411138505,5.943282385442465
7.5,6.791005369140044,6.575138692282513,5.767363254264703,6.673894861399527
5.7,5.278134020079985,5.5052484345668065,5.462052491713659,5.611967637332732
7.3,6.339467668684458,6.018303538897877,6.620527532604126,6.243886558569438
5.4,5.4393679044511165,5.15317184330303,5.232360631397065,5.849765151904668
7.3,7.622720811568363,7.625976313725844,7.1975694013882965,6.9666465953719525
5.8,5.831532435651256,5.938726481019811,6.196819658512479,5.890211518319729
6.6,6.378366929484764,6.112400569636543,6.364054018121159,6.3009099552281205
5.5,5.862783923148888,6.021812610549476,6.002224052260796,5.933878777863909
6.5,6.691625780736838,6.4160250457819865,6.636895006245836,6.489016085859882
6.7,7.064012770207861,6.945923632433652,6.7291208418592445,6.684647756117666
6.3,6.545850080907574,5.904515064973912,6.916075024553066,6.3947610576903084
7.0,6.477361417758438,6.143183946003749,6.241451000400452,6.405490679155912
6.7,5.858788804124928,5.827358280427855,6.076019453790063,5.943721667385656
5.9,5.3353824964156065,5.378834163458289,4.952221110439255,5.760802576515547
3.5,5.118476777542345,5.667377187175133,6.503462278272147,5.282899437248599
7.1,6.578032594728532,6.417015502639666,6.163478084693042,6.450096284852043
5.1,5.222169498221552,5.329917084686166,6.011640175188649,5.498700470368788
6.8,6.657455105549531,6.275934916336858,6.597158637105889,6.478389660770788
6.7,6.819293934174392,6.587034794778852,7.053376826341067,6.484345140720583
7.2,6.459111110819755,6.161995616852085,6.001000066526017,6.421630220275948
3.5,4.69029276489498,5.2634932524192415,5.689249404395251,5.113378679890089
5.8,5.1463549348163475,5.679723503369801,4.655199172581653,5.584216709026484
3.8,4.361547087670813,5.069796682051032,4.890894403609248,4.987293472253255
6.6,6.122275152943359,5.696591310450841,6.107864835255514,6.194283956664583
7.7,7.743874706042977,7.343151756471413,7.3698314905750335,7.092925580362213
7.4,7.90183977519178,7.229861400751625,7.301659514845226,7.262784807493714
8.4,7.375746446935515,6.529977230684361,7.351249532091595,6.928780385795392
8.3,6.41834225415104,6.71670858650938,6.297193185896693,6.2453867510904555
6.0,6.430206644890312,6.37638217655139,6.553897034353241,6.270200870757001
6.6,6.321243452569931,6.4696099767260264,6.415474040555832,6.1885363098611315
8.0,7.557316980105794,7.268392816733423,7.344733496599237,6.947274118918406
5.3,5.5815449215781845,5.733119216434265,5.9172062612554726,5.755201611960377
4.2,4.6271661800778965,5.25544891969469,5.057106839791187,5.1577317672179595
6.1,6.793716982118353,6.385870021824526,6.972088027005571,6.515232739447089
4.6,5.83114858079279,6.020956412052793,6.009941846276503,5.9035498077819515
6.7,6.03219350069049,6.738662859123811,6.585174765555518,5.852056736968226
3.0,5.132024362385553,5.41418208742915,6.021735226296663,5.400672303246058
5.2,5.394441232639873,5.5974162438235595,5.143311199743865,5.743018125509929
6.2,6.120302159762653,5.313598825829772,5.984526582474167,6.287238064154654
6.3,6.682877125588723,6.663470320239544,6.587649494442609,6.430559386744133
6.0,5.65456839850916,5.583305025558137,6.2249883010968405,5.798380352197573
5.2,4.2960578972931724,5.240295611513409,5.443361718834948,4.813262025352424
4.3,5.248847979925378,5.197149364664977,5.057507720484103,5.70748272570825
6.6,6.977299317158915,6.90068789061933,6.048882845176005,6.728130270154371
7.6,7.538850983109466,7.423329759234718,6.906650452885537,6.979435181711783
6.8,6.68554399183726,6.38965952009043,6.461944739266639,6.502848654646491
4.3,4.951288235080746,5.831092149338003,4.727446381468295,5.387668619341914
7.9,6.622580374482419,6.554478427724013,5.883451418174557,6.51185290929054
7.3,5.486528194846894,5.875021908844365,5.212913883700631,5.754225461567894
7.1,6.87681646362262,6.762052344515559,6.815061360501258,6.542740695558402
4.7,5.530156418901325,6.395664944733886,5.588832571254488,5.641792033527613
4.8,5.7759617827665934,5.343231952425257,6.17288862549101,5.952163877338627
6.2,5.562359175420034,5.41182084877911,5.553894586344431,5.859539249048781
5.0,4.456397026694734,5.144524552721641,5.239633949442239,4.996594553445712
6.6,6.659504060455857,6.497650120648215,6.616085969400478,6.4383926865628345
6.9,6.648954262735874,5.880112431303686,6.257061277889372,6.5947397898223565
6.8,6.969203460936491,6.256017549129076,6.7704789694276375,6.719252828572442
6.2,6.522710533515376,6.047866808866048,6.810634236665192,6.361775660408882
5.9,5.173534217876304,5.12602207270947,5.506392106441955,5.578548243603599
7.6,7.196178109929372,6.830672000774591,7.271984503691261,6.72976854729295
3.3,5.493880647524585,5.393805031441691,4.937261301916326,5.90544047248147
6.1,6.091728003510922,5.874755707683491,6.267956917235938,6.11588706845925
5.9,6.492607232179506,6.370435796284967,5.68593565041875,6.472809165849818
6.8,6.7798684552167625,6.17178695922854,6.872344732425783,6.553552353233904
6.1,5.795641451476846,5.878371347220931,5.844541604698105,5.931878541783352
6.3,5.946831885688863,5.557944593292616,5.583836791810707,6.1539121004087916
7.6,7.479478519292645,7.0487450204186874,7.129107059002397,6.963045454927791
4.4,4.412312344488131,5.241220150709745,5.63284349510368,4.877759891051155
6.7,6.894386460307032,6.8575658850375465,7.049304198920442,6.501418594366921
5.8,5.95418057379237,5.948627645558973,5.950172902927105,6.031612475166841
5.5,5.907877539519914,6.142655276391212,5.87816924755268,5.971104469956685
5.0,5.399931835832144,5.309940608120492,6.1910339930072755,5.628088814687832
5.9,5.990986743182627,6.067788551720506,6.179677604830996,5.999467031885245
7.3,7.420098408745382,7.111397725940891,6.985207704679705,6.918740814531798
5.9,6.357290364253388,6.838477474212699,5.873631940475323,6.2264661692494325
7.3,7.2156006373260615,6.944990248881679,7.010343945306319,6.768965135189375
5.6,5.42120679044601,5.487951940518146,4.804651393603098,5.841428292980213
7.3,7.058614842679698,6.313593546834283,6.883059978714819,6.770266687392702
5.4,5.980215230243245,5.863149316031409,6.5844116705429725,5.966145373278793
7.6,7.031843281427721,6.874736088901514,7.17333506671482,6.594784186490637
6.7,6.230054809617846,6.209401621709317,6.308264981242806,6.164631635650165
7.1,6.865594825400081,6.266982006951581,6.343480722585553,6.702256294376472
6.2,6.616882558394397,6.201384866685137,6.929303997014347,6.396366919321512
7.1,7.559477054572552,7.185243405337621,7.450647757841539,6.953778546927788
8.1,7.253441964401433,6.718325161449531,7.073379945321219,6.83368981844333
8.2,8.117597455533922,7.457972428831512,7.784711372225264,7.33003437842077
6.0,5.718419998170991,5.764742749264948,6.073864369086137,5.832724381820928
6.8,5.854933919511416,5.840504493449593,5.8128188594506245,5.994405649830871
4.6,5.060387622816759,5.250937922428896,6.37531743019238,5.316426879643999
5.2,5.168128887536726,6.085101300070882,6.189998854597068,5.2906245318049825
6.6,6.409975739109451,6.804845400161128,6.606311320141274,6.1653118963591
3.7,4.9960386485514645,5.01369325606,5.219055088545642,5.494731768132324
6.5,6.04195706234387,6.036400215782806,6.1187340634232505,6.060911702329222
6.0,5.990879924425459,5.773120380051236,5.695494339699582,6.13937793092999
3.5,4.156149154496317,5.19981126411662,4.825357166358011,4.795341044820194
7.0,7.097652427978597,6.49627448237095,6.686813376462892,6.801290488803943
8.1,7.121386737576722,7.144414701225666,6.976780984823854,6.658623836473297
7.7,6.2326061868852465,6.349599814090315,6.833001799131837,6.053936790875769
5.6,5.6583581106599805,6.08101064868442,5.53421407607745,5.824222936819425
6.3,5.852034307066971,5.702311399037783,5.614294568327785,6.047414439891056
6.7,7.1929925125886225,6.600669910262628,6.676655256613331,6.867575401797945
5.7,5.516169417685851,5.38307009030192,5.834838764734641,5.7761692259753605
5.9,5.687676923152902,5.410567297502703,5.779971442625125,5.925447024658142
5.1,4.5388507021362265,5.209184625033488,5.238324830705964,5.0564477347482075
8.2,7.90425865828696,7.2828298782492045,7.68421513977182,7.191459839451618
7.8,7.766427821217191,7.110578665848661,6.9791259054254,7.220248659662433
5.4,5.596755187158046,6.11951753837622,5.944039794360268,5.702474780298948
5.3,6.116961859365341,5.804083264569323,5.976573615011772,6.193295766406061
4.7,5.109661722276768,5.222463439771588,6.309441230141343,5.373751115950633
3.0,5.097936840390544,5.10344127325408,5.65116305508388,5.490013064441859
6.9,6.216028717692248,5.32480367859359,6.2777156193346375,6.323294998915925
6.8,6.051148086921271,6.647287354829415,5.904569281084818,5.999086030589501
3.9,6.110462670787981,6.234165048490261,6.842629982825707,5.967536135151195
6.3,5.5479373965904,5.458401867320544,5.923335189029739,5.779557803416522
7.8,7.0368825558192,6.674933686550921,6.7124595036542525,6.7287460062223605
6.1,6.998691625415796,7.679261191745219,7.0635564650083165,6.440914003050124
5.5,5.932029088426388,5.833164384937348,5.375022552442518,6.132544172228463
7.4,6.502857271242947,6.054240291635773,6.50030551073017,6.405330143031808
4.2,4.312246281122059,5.060912555829838,4.608756404321689,4.989002434123815
5.5,5.993246915679896,5.434506367986867,6.035372192067972,6.1449973582072825
5.2,5.281517183282144,5.717934095134725,5.600296460682134,5.547774102232097
6.5,5.625863812436779,5.956183879505042,5.535795053613114,5.814446904054056
7.5,7.184967137955015,7.2085093692884925,6.994746936539652,6.696541236048329
5.5,5.634113767903068,5.581208778366247,5.760388249591749,5.849874811890775
4.5,5.473039550933712,5.905736490898766,5.935361200325999,5.622105576374887
4.9,4.411836090572022,5.679105626678146,4.700001327333865,4.951993904126948
7.6,7.103755426835621,7.428711099071412,6.414520568211886,6.684743945963764
7.1,7.359361101201737,6.595972094364201,7.127344351125916,6.937738022309506
6.4,6.928400883544953,7.119235725829214,6.56464618412047,6.5626754980816076
4.6,6.142730802030509,6.3373643360036285,6.369294914099638,6.052985841831012
3.9,4.344710830142997,5.3701834666657575,5.005584900878336,4.899089987251602
7.8,6.186062189732379,6.4425450338820145,7.153559540143195,5.9416170467308795
5.1,5.16977766678032,5.53281733333836,6.138938745974806,5.401553403507807
5.2,5.298979421543655,5.387170990266675,5.2309809359934,5.686142854218494
6.4,5.8008233704877625,6.162605253603526,5.907862763201115,5.871028797318225
6.3,6.416428254983976,6.314720234138749,6.610516142806241,6.258259268992616
8.3,6.130936767336869,5.935271838336362,5.684101736545978,6.2289262192393275
5.8,5.799106612849212,5.299693507463283,5.734639555770597,6.050683291991341
6.0,5.539824495725233,5.60894310477108,5.750601890497926,5.769555096323705
4.8,5.697377892254384,5.095704706430054,5.519680142179405,6.027598592654811
6.6,6.783518726320361,6.385552858318271,6.576755207659148,6.5682967115805475
6.6,4.972802674796565,5.951263496758864,6.000169630900964,5.172940613909966
3.2,5.0665895531412195,6.089588296881297,6.330980856411,5.174720114151153
4.0,4.795200568718159,5.277346354820218,5.007776887919469,5.302767024757558
6.3,6.5140883825952,5.865987004447051,6.781214933648209,6.3927159615145435
7.2,6.597141406170782,5.795118059213821,5.857330367179834,6.6328597855742055
6.8,7.19048188990099,7.306086078744418,7.080355297479986,6.668928885551148
7.6,7.523343572904702,6.768927108882137,7.211005162232379,7.035658172369572
7.3,6.896327401825507,7.022744469096924,7.201953983055549,6.445157709390072
5.1,5.3260440026092075,5.191814839993545,5.643495888054261,5.678150979384421
7.0,6.071132066197164,5.552690888165266,5.583815212272479,6.263272787761834
4.8,5.5247554295721395,5.522425860334692,5.628393298180978,5.792224829877483
6.1,6.594756464800099,6.719807331341057,6.640116659875809,6.331725803209514
7.3,7.342007474237832,7.099340777443849,7.072281500625275,6.841325040841695
5.7,5.423795529247885,5.361301159478575,6.288730982543277,5.625373502190615
6.7,6.529251606355672,7.1470063531556765,6.967718240023977,6.14854821400067
6.0,5.149839493530258,5.7203164764280245,5.463097922566747,5.461157812006121
7.1,7.520984594779062,7.513146060137397,7.3209439260391616,6.879503128878774
6.3,5.382884590554166,5.568240209193146,4.611823829745333,5.823808641777666
6.4,6.437570679428446,6.406434473495645,6.246916986646156,6.323650105689628
7.6,7.760411017536451,6.955660003044127,6.937903155968718,7.251709908521589
6.7,7.027325113576797,6.8136923653488655,6.718791702686125,6.678606478042424
6.1,6.466066612909169,6.189827385953128,5.8822481037392595,6.446149523461129
4.7,5.158033460028604,5.720386040533786,5.038660691518096,5.536310071002622
5.6,5.695698176479256,5.451778713888281,6.382023066273094,5.824264687308146
6.1,5.841788389811645,6.141610874497923,6.088142629841518,5.870004164679832
6.9,6.57500476136999,6.458834272128942,6.45867644884809,6.389277730442746
6.2,6.4557058517499515,6.969960063042304,6.791324414689191,6.140118051227863
6.2,6.543499882920522,6.110887836824966,6.2875706635293644,6.459079206891489
6.7,5.459207725114553,5.55550036623301,5.19970251310503,5.7913113829838245
6.4,5.723582902470535,5.945141932534755,6.767332968906639,5.698728102766532
6.6,6.418958929216316,6.317544789337764,6.5099803933730485,6.276206671216088
8.0,6.537121823823279,5.903806989511773,5.349707844180646,6.641179698414685
6.6,7.13463488910764,6.84867500607923,6.924149473626976,6.731568546317777
7.7,7.327768438134191,6.791058244985337,6.53630590734613,6.97345540047417
6.1,6.722614320247846,6.604078660466305,6.98975021304909,6.403217552055063
4.9,5.649777886997242,5.957758229417321,4.000001625360342,6.091102775347204
7.2,6.738947924552653,6.464937089260296,6.398392571364563,6.541910774267822
6.6,6.256789442353301,6.209666930295451,6.284054865744858,6.194708267499726
6.6,5.49336169044989,5.578808254413319,5.904760595043558,5.707496258308087
6.9,6.293918602464758,6.497857599937847,6.550546680015322,6.127588073527335
6.3,6.106623326724138,6.135181357899392,6.276874856148257,6.0742639797202544
4.4,6.034420866600523,5.619362458450959,6.107685082244383,6.1423563257667
6.2,5.614290148096245,5.783069195143632,6.074642241919077,5.74803307274065
4.8,5.092485750633101,5.466693323947287,5.9089401361477325,5.371622787787966
4.9,5.961634025961117,5.75332861031906,5.893900253375393,6.080550118470445
5.7,5.335533256241987,5.637430841901823,5.879062301278987,5.561704037415679
4.1,5.460044840720668,5.358140552774089,5.43718999856489,5.8035059651890375
6.8,6.716766465948319,6.688277034334199,6.7839395609286575,6.42699233750614
4.9,5.236311628736548,5.028315809007552,5.0521447832520625,5.7239606766303375
5.6,5.596508719460156,5.3991846329138395,5.477120959467222,5.90586084315889
6.0,5.670443303180241,5.8437214770975565,5.845176060246984,5.822442917280191
6.7,7.11396211837955,6.928318449126814,7.019698457338685,6.678819935228165
7.2,7.618430307990682,7.359992373642786,7.141789993874453,7.021158221436712
7.2,7.076585866598274,6.83921242792311,7.186931621075206,6.638423973170669
8.0,7.86061378101058,7.618445502366128,6.837450325343908,7.233860135027735
4.8,4.215105018066392,5.197021696408888,4.943946714814231,4.821027011777022
6.0,5.609752804453054,5.002631562300563,5.620518987475562,5.961170405559818
4.9,5.554659107756306,5.547419580717375,5.9096229782547836,5.766235809994274
4.8,4.656972148680901,5.073702976332594,4.8948020434183,5.238101952227416
6.6,5.384022848055095,6.267639786782879,4.879039602199125,5.654799050785561
6.6,6.479574635358929,6.03854108271678,6.352751940343079,6.405306602111301
6.8,5.1525567819140585,6.09703490937629,5.020429837618295,5.457013285456557
6.0,5.561440556299252,5.992112144807917,5.700511087339992,5.7243749985178605
5.4,5.821724888526254,6.285650174740125,5.3824030314481135,5.952011025179677
6.6,7.37753189926867,6.85505897530646,7.1104212532462014,6.908002679793718
7.2,6.93276609220479,6.707740489137727,6.863485134515156,6.587196404048049
5.9,5.61670478781976,5.570729026873017,5.628199803394501,5.863554713729496
7.6,7.630834232445111,7.177309285781698,7.266357058241113,7.045948628854068
5.4,4.87266233079952,5.344720228970133,5.254714831231347,5.318567022839093
6.5,6.783777858185557,6.469946085412677,7.012514772171801,6.480060494910748
7.9,7.226843052143966,7.368261600897258,6.616047489866804,6.772254358993995
5.0,4.989771236232269,5.215389151232,5.736726802172305,5.3729253000985935
6.5,6.457695766531721,6.203788246565091,6.979461274422579,6.254053665097241
7.5,7.0859385507373815,5.873995781710339,6.431390872570887,6.948644684045296
6.5,6.084881482439999,5.844456423888052,6.213070622149067,6.130049966304102
5.3,5.940100998174543,5.459209344728098,5.975197103355693,6.114219431895861
6.5,7.002408278787239,6.129238554440613,6.58923348935791,6.798326804876257
6.1,5.953448117188005,5.892454991215303,6.023986038646829,6.030587819918744
8.3,8.281336456332621,7.513145353851236,7.825854998986456,7.462232702817682
7.3,7.941362920055025,7.557182871699243,7.175658852464552,7.2586363594151475
8.4,6.152620744156795,6.06418863035292,6.441655836255337,6.095330344686075
6.3,5.797124325718622,5.913091466669918,5.172334922959545,6.027631850142683
5.6,4.497726007173753,5.013273265630431,4.902645423316452,5.114273242935577
6.3,5.7359548208523785,5.070933118638668,5.670349656878951,6.050089066460561
5.0,5.091925412795407,5.141465523983522,6.58774477703248,5.325676035656654
7.3,7.4745494895990054,7.253844007989319,7.16607791569949,6.913119972055775
3.0,4.660749290824087,5.229208064151111,5.856028151168916,5.061340813767109
6.7,6.2687810133842685,7.513375895513498,6.3726715264240354,5.948321084019803
6.3,6.73608664400018,6.346257882807657,6.761919646313765,6.5073387978154695
7.2,6.604733021167606,6.583119964392226,6.317841890393537,6.416012109952635
7.1,6.521944366290334,6.819448009210165,6.973348345626721,6.19346333330837
7.3,7.476202429338624,6.7108829092801985,7.010708299846169,7.037391023507167
6.8,6.759647923006944,6.39837499076588,6.374017430136456,6.579411122397573
5.5,5.215781960637793,5.569650794472987,5.8589427944535215,5.474365614400492
7.1,5.595999969297375,6.012723100405788,6.204121345436223,5.667664795027184
4.7,5.22354881709408,5.423368839801858,5.957468392525024,5.496073924840962
6.7,6.860977118785754,6.821573380137256,7.042100732673342,6.480817276805045
7.1,5.62086680480812,5.455542812478198,5.781238135623048,5.859861456130866
6.6,6.906806156406421,6.2538553485344455,5.554300384456836,6.863247718993421
7.0,5.955766605926895,6.208107332532989,5.428937162049972,6.081331267523731
4.5,4.3861334854008405,5.1726242680445935,5.161237663370939,4.942390250530428
6.1,6.154738817089225,6.359232764718451,6.547099638504563,6.0311842812440934
6.0,4.8770258023271875,5.197771190435121,5.081913509944158,5.380362000233308
6.4,6.672231589162467,6.108158404609756,6.020778218383666,6.612647061366126
5.6,5.850579064625186,5.824441318579753,6.0133920526211995,5.957213149740264
5.7,5.109886150650487,6.194863175167866,5.832906074980169,5.27791489218069
6.2,5.448925275444957,5.260114740091804,5.481997271030159,5.8000861167383695
7.0,6.50308305533521,6.973502469063493,7.093108441468217,6.134819281890429
6.3,5.048260734583144,5.777846663000901,5.031628100214057,5.4289993034467905
4.8,5.658614302522395,5.717125668124393,5.714906965339226,5.862194233801006
6.8,6.9276946237338715,6.759949194278581,6.714625908181759,6.599845645095826
5.4,5.606878147609182,6.172573469837525,5.500748527773027,5.771248709098636
5.8,4.9485835172286965,5.392290097177169,5.3722368346391125,5.35968428860241
5.8,4.915540429811574,5.244001275635595,5.384032582882611,5.351725819025763
5.2,5.190838620394749,5.409786915033563,5.864103709232139,5.484207945113737
